Date,Adj Close,Close,High,Low,Open,Volume
2021-08-11,235.94000244140625,235.94000244140625,238.3933258056641,234.73666381835935,237.57000732421875,29401800
2021-08-12,240.75,240.75,240.93333435058597,233.13333129882807,235.44667053222656,52377300
2021-08-13,239.05667114257807,239.05667114257807,243.3000030517578,238.1133270263672,241.23666381835935,50194500
2021-08-16,228.72332763671875,228.72332763671875,236.5,225.46665954589844,235.02333068847656,68032200
2021-08-17,221.90333557128903,221.90333557128903,224.8600006103516,216.27999877929688,224.22000122070312,71163900
2021-08-18,229.663330078125,229.663330078125,231.92333984375,223.11666870117188,223.25,61048200
2021-08-19,224.4900054931641,224.4900054931641,228.8500061035156,222.52999877929688,226.07000732421875,42940500
2021-08-20,226.7533264160156,226.7533264160156,230.7100067138672,224.5666656494141,227.61666870117188,44525700
2021-08-23,235.43333435058597,235.43333435058597,237.3766632080078,226.9166717529297,228.47999572753903,60794700
2021-08-24,236.163330078125,236.163330078125,238.4066619873047,234.2133331298828,236.8933258056641,39249300
2021-08-25,237.0666656494141,237.0666656494141,238.9900054931641,234.6666717529297,235.6766662597656,37936800
2021-08-26,233.72000122070312,233.72000122070312,238.46665954589844,232.5399932861328,236.10333251953125,39642900
2021-08-27,237.30667114257807,237.30667114257807,238.3333282470703,234.0333404541016,235.0,41501400
2021-08-30,243.6366729736328,243.6366729736328,243.6666717529297,237.57666015625,238.2400054931641,55812600
2021-08-31,245.2400054931641,245.2400054931641,246.79666137695312,242.14666748046875,244.3333282470703,62566200
2021-09-01,244.69667053222656,244.69667053222656,247.3300018310547,243.7566680908203,244.69332885742188,39612900
2021-09-02,244.1300048828125,244.1300048828125,246.9900054931641,243.51333618164065,244.8333282470703,38331900
2021-09-03,244.52333068847656,244.52333068847656,244.6666717529297,241.3999938964844,244.0833282470703,45738300
2021-09-07,250.97332763671875,250.97332763671875,253.3999938964844,246.4199981689453,246.6666717529297,60119400
2021-09-08,251.2899932861328,251.2899932861328,254.8166656494141,246.92333984375,253.8600006103516,56379000
2021-09-09,251.6199951171875,251.6199951171875,254.0333404541016,250.5433349609375,251.1366729736328,42233100
2021-09-10,245.42333984375,245.42333984375,254.20333862304688,244.83999633789065,253.1999969482422,45552600
2021-09-13,247.6666717529297,247.6666717529297,248.25999450683597,236.2833404541016,246.73666381835935,68857500
2021-09-14,248.163330078125,248.163330078125,251.4900054931641,245.46665954589844,247.52333068847656,55574700
2021-09-15,251.94332885742188,251.94332885742188,252.2866668701172,246.1199951171875,248.3333282470703,46073100
2021-09-16,252.3300018310547,252.3300018310547,252.97000122070312,249.20333862304688,250.94332885742188,41770200
2021-09-17,253.163330078125,253.163330078125,253.67999267578125,250.0,252.38333129882807,84612600
2021-09-20,243.38999938964844,243.38999938964844,247.3333282470703,239.5399932861328,244.85333251953125,74273100
2021-09-21,246.4600067138672,246.4600067138672,248.2466735839844,243.47999572753903,244.92999267578125,48992100
2021-09-22,250.64666748046875,250.64666748046875,251.22332763671875,246.3733367919922,247.8433380126953,45378900
2021-09-23,251.2133331298828,251.2133331298828,252.73333740234372,249.30667114257807,251.6666717529297,35842500
2021-09-24,258.1300048828125,258.1300048828125,258.26666259765625,248.1866607666016,248.6300048828125,64119000
