Date,Adj Close,Close,High,Low,Open,Volume
2021-08-11,958.9630737304688,977.1336059570312,978.379638671875,961.48876953125,967.7420654296875,9184963
2021-08-12,955.88330078125,973.9954223632812,981.240966796875,971.4571533203125,980.6409912109375,8137612
2021-08-13,971.8032836914062,990.2171020507812,992.1785278320312,973.2800903320312,977.1336059570312,12780901
2021-08-16,984.4171142578125,1003.0698852539062,1016.6841430664062,982.140869140625,991.9246826171875,21935444
2021-08-17,980.2276611328125,998.801025390625,1008.4694213867188,991.232421875,1000.9239501953125,12658169
2021-08-18,984.0321655273438,1002.6776123046875,1009.2078247070312,993.424560546875,1003.3006591796875,10075860
2021-08-20,972.9810180664062,991.4170532226562,1002.3776245117188,986.2251586914062,988.994140625,9426282
2021-08-23,979.3670654296875,997.9241943359375,1003.3006591796875,984.0560913085938,1003.3006591796875,9854395
2021-08-24,989.036865234375,1007.7772216796875,1011.607666015625,994.8090209960938,999.1702270507812,11864472
2021-08-25,997.5969848632812,1016.49951171875,1024.5296630859375,1006.1157836914062,1008.561767578125,13380559
2021-08-26,1010.210693359375,1029.352294921875,1036.02099609375,1017.6071166992188,1018.9916381835938,18589616
2021-08-27,1008.829345703125,1027.9447021484375,1035.02880859375,1022.7067260742188,1032.3751220703125,10480636
2021-08-30,1028.23681640625,1047.719970703125,1050.304443359375,1032.2828369140625,1038.3746337890625,14027062
2021-08-31,1022.7566528320312,1042.1358642578125,1053.9501953125,1034.7979736328125,1050.7889404296875,26485463
2021-09-01,1026.8101806640625,1046.2662353515625,1058.1729736328125,1044.3741455078125,1048.9891357421875,11145486
2021-09-02,1039.1748046875,1058.865234375,1065.04931640625,1040.68212890625,1040.68212890625,9956770
2021-09-03,1081.7945556640625,1102.2923583984375,1105.2921142578125,1062.6033935546875,1066.0645751953125,30664428
2021-09-06,1098.5977783203125,1119.4140625,1144.5196533203125,1113.1375732421875,1113.59912109375,33641710
