stock,status,model,architecture,features,sequence_length,epochs_completed,MAE,RMSE,MAPE,R2,final_training_loss,final_validation_loss
microsoft,trained,models\microsoft_bilstm_model.keras,BiLSTM,"['Open', 'High', 'Low', 'Close', 'Volume']",60,31,18.766446786097795,22.275247665018938,4.19351830026027,0.8240577683087829,0.0017086667940020561,0.0065123396925628185
