stock,comparison_model,MAE,RMSE,MAPE,R2,combined_rank
Apple,BiLSTM,9.954487210228327,12.609582314209216,3.481927070351061,0.7559900105504673,4.0
HDFC Bank,LSTM,15.710935628882904,19.249394570770647,1.785135254536729,0.9613366769672016,4.0
Infosys,BiLSTM,34.09296193563316,44.03764320236657,2.677033477753004,0.9499942640834071,4.0
Microsoft,LSTM,14.783156188827064,21.08592091218779,3.406960179407001,0.8423441246919754,4.0
Reliance,BiLSTM,20.2107401201802,25.78815528790028,1.44265433506083,0.9032470483883912,4.0
TCS,BiLSTM,264.10353474444656,350.60982327911546,11.186737043439326,0.2356217559745368,4.0
Tesla,LSTM,20.92809773285549,26.055799134250123,5.1054202324822935,0.6039791789894808,4.0
