stock,status,model,architecture,features,sequence_length,epochs_completed,MAE,RMSE,MAPE,R2,final_training_loss,final_validation_loss
tcs,trained,models\tcs_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,83,541.4407704058422,685.9698729179864,22.677834731574702,-1.925972516770282,0.013161486014723778,0.020132839679718018
infosys,trained,models\infosys_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,14,137.05923327097452,165.39370401410878,11.0072955972883,0.2946419406330376,0.032761890441179276,0.02942141890525818
reliance,trained,models\reliance_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,12,70.65265483240927,78.11583420344219,5.073463241413486,0.11222723166657012,0.019200628623366356,0.026442458853125572
hdfc_bank,trained,models\hdfc_bank_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,11,53.056488037109375,67.8801982731136,6.468829209303201,0.5192146420395216,0.014961756765842438,0.03761306032538414
apple,trained,models\apple_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,42,26.714432973710316,31.234396157517782,9.456956350877032,-0.4971745384289892,0.012961187399923801,0.01262002531439066
microsoft,trained,models\microsoft_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,15,33.988717979643916,42.0312990651099,8.125481500783918,0.37357275289017544,0.00822083093225956,0.031797368079423904
tesla,trained,models\tesla_lstm_attention_model.keras,LSTM + Attention,"['Open', 'High', 'Low', 'Close', 'Volume']",60,37,51.44203210255457,59.75436556011545,12.362731652703413,-1.0828044839159312,0.013829787261784077,0.022117789834737778
